participant,sentence_num,condition,animal,word,RT,sentence,word_num,word_length,position,RT_categorical,RT_categotical,rating,frequency
Par_K,12,match,dog,much,565,My grandmother had a lap dog that she loved very much.,11,4,not critical,long,long,5.7,89035
Par_K,13,match,dog,tracey,338,Tracey was the best dog Jenny's family ever had.,1,6,not critical,long,normal,5.3,553
Par_K,13,match,dog,was,634,Tracey was the best dog Jenny's family ever had.,2,3,not critical,long,long,5.3,344
Par_K,13,match,dog,the,353,Tracey was the best dog Jenny's family ever had.,3,3,not critical,long,normal,5.3,96938
Par_K,13,match,dog,best,220,Tracey was the best dog Jenny's family ever had.,4,4,not critical,long,normal,5.3,34389
Par_K,13,match,dog,dog,504,Tracey was the best dog Jenny's family ever had.,5,3,critical,long,long,5.3,7780
Par_K,13,match,dog,jenny's,157,Tracey was the best dog Jenny's family ever had.,6,7,not critical,long,normal,5.3,NA
Par_K,13,match,dog,family,103,Tracey was the best dog Jenny's family ever had.,7,6,not critical,long,normal,5.3,33369
Par_K,13,match,dog,ever,454,Tracey was the best dog Jenny's family ever had.,8,4,not critical,long,normal,5.3,26201
Par_K,13,match,dog,had,501,Tracey was the best dog Jenny's family ever had.,9,3,not critical,long,long,5.3,415007
Par_M,9,match,dog,my,582,My closest neighbor has a guide dog to help him navigate.,1,2,not critical,long,long,5.5,145250
Par_M,9,match,dog,closest,319,My closest neighbor has a guide dog to help him navigate.,2,7,not critical,long,normal,5.5,1017
Par_M,9,match,dog,neighbor,423,My closest neighbor has a guide dog to help him navigate.,3,8,not critical,long,normal,5.5,11
Par_M,9,match,dog,has,455,My closest neighbor has a guide dog to help him navigate.,4,3,not critical,long,normal,5.5,253449
Par_M,9,match,dog,a,539,My closest neighbor has a guide dog to help him navigate.,5,1,not critical,long,long,5.5,2136923
Par_M,9,match,dog,guide,400,My closest neighbor has a guide dog to help him navigate.,6,5,not critical,long,normal,5.5,5795
Par_M,9,match,dog,dog,533,My closest neighbor has a guide dog to help him navigate.,7,3,critical,long,long,5.5,7780
Par_M,9,match,dog,to,638,My closest neighbor has a guide dog to help him navigate.,8,2,not critical,long,long,5.5,152045
Par_M,9,match,dog,help,576,My closest neighbor has a guide dog to help him navigate.,9,4,not critical,long,long,5.5,36466
Par_M,9,match,dog,him,626,My closest neighbor has a guide dog to help him navigate.,10,3,not critical,long,long,5.5,316902
Par_M,9,match,dog,navigate,302,My closest neighbor has a guide dog to help him navigate.,11,8,not critical,long,normal,5.5,128
Par_M,10,match,dog,the,493,The students were worried that a mad dog had been spotted in town.,1,3,not critical,long,normal,5.6,96938
Par_M,10,match,dog,students,377,The students were worried that a mad dog had been spotted in town.,2,8,not critical,long,normal,5.6,14395
Par_M,10,match,dog,were,544,The students were worried that a mad dog had been spotted in town.,3,4,not critical,long,long,5.6,309605
Par_M,10,match,dog,worried,322,The students were worried that a mad dog had been spotted in town.,4,7,not critical,long,normal,5.6,4320
Par_M,10,match,dog,that,740,The students were worried that a mad dog had been spotted in town.,5,4,not critical,long,long,5.6,114
Par_M,10,match,dog,a,461,The students were worried that a mad dog had been spotted in town.,6,1,not critical,long,normal,5.6,2136923
Par_M,10,match,dog,mad,670,The students were worried that a mad dog had been spotted in town.,7,3,not critical,long,long,5.6,2921
Par_M,10,match,dog,dog,603,The students were worried that a mad dog had been spotted in town.,8,3,critical,long,long,5.6,7780
Par_M,10,match,dog,had,582,The students were worried that a mad dog had been spotted in town.,9,3,not critical,long,long,5.6,415007
Par_M,10,match,dog,been,474,The students were worried that a mad dog had been spotted in town.,10,4,not critical,long,normal,5.6,256779
Par_M,10,match,dog,spotted,372,The students were worried that a mad dog had been spotted in town.,11,7,not critical,long,normal,5.6,1559
Par_M,10,match,dog,in,454,The students were worried that a mad dog had been spotted in town.,12,2,not critical,long,normal,5.6,1914216
Par_M,10,match,dog,town,600,The students were worried that a mad dog had been spotted in town.,13,4,not critical,long,long,5.6,17637
Par_M,11,match,dog,although,225,"Although the barking dog was noisy, he was quite cute.",1,8,not critical,long,normal,5.3,42242
Par_M,11,match,dog,the,727,"Although the barking dog was noisy, he was quite cute.",2,3,not critical,long,long,5.3,96938
Par_M,11,match,dog,barking,284,"Although the barking dog was noisy, he was quite cute.",3,7,not critical,long,normal,5.3,459
Par_M,11,match,dog,dog,53,"Although the barking dog was noisy, he was quite cute.",4,3,critical,short,short,5.3,7780
Par_M,11,match,dog,was,73,"Although the barking dog was noisy, he was quite cute.",5,3,not critical,short,short,5.3,344
Par_M,11,match,dog,noisy,304,"Although the barking dog was noisy, he was quite cute.",6,5,not critical,long,normal,5.3,963
Par_M,11,match,dog,he,27,"Although the barking dog was noisy, he was quite cute.",7,2,not critical,short,short,5.3,633413
Par_M,11,match,dog,was,217,"Although the barking dog was noisy, he was quite cute.",8,3,not critical,long,normal,5.3,344
Par_M,11,match,dog,quite,216,"Although the barking dog was noisy, he was quite cute.",9,5,not critical,long,normal,5.3,39516
Par_M,11,match,dog,cute,105,"Although the barking dog was noisy, he was quite cute.",10,4,not critical,long,normal,5.3,291
Par_M,12,match,dog,my,14,My grandmother had a lap dog that she loved very much.,1,2,not critical,short,short,5.7,145250
Par_M,12,match,dog,grandmother,325,My grandmother had a lap dog that she loved very much.,2,11,not critical,long,normal,5.7,1306
Par_M,12,match,dog,had,69,My grandmother had a lap dog that she loved very much.,3,3,not critical,short,short,5.7,415007
Par_M,12,match,dog,a,47,My grandmother had a lap dog that she loved very much.,4,1,not critical,short,short,5.7,2136923
Par_M,12,match,dog,lap,51,My grandmother had a lap dog that she loved very much.,5,3,not critical,short,short,5.7,1242
Par_M,12,match,dog,dog,103,My grandmother had a lap dog that she loved very much.,6,3,critical,long,normal,5.7,7780
Par_M,12,match,dog,that,151,My grandmother had a lap dog that she loved very much.,7,4,not critical,long,normal,5.7,114
Par_M,12,match,dog,she,141,My grandmother had a lap dog that she loved very much.,8,3,not critical,long,normal,5.7,350294
Par_M,12,match,dog,loved,271,My grandmother had a lap dog that she loved very much.,9,5,not critical,long,normal,5.7,4525
Par_M,12,match,dog,very,3,My grandmother had a lap dog that she loved very much.,10,4,not critical,short,short,5.7,118500
Par_M,12,match,dog,much,78,My grandmother had a lap dog that she loved very much.,11,4,not critical,short,short,5.7,89035
Par_M,13,match,dog,tracey,201,Tracey was the best dog Jenny's family ever had.,1,6,not critical,long,normal,5.3,553
Par_M,13,match,dog,was,234,Tracey was the best dog Jenny's family ever had.,2,3,not critical,long,normal,5.3,344
Par_M,13,match,dog,the,12,Tracey was the best dog Jenny's family ever had.,3,3,not critical,short,short,5.3,96938
Par_M,13,match,dog,best,252,Tracey was the best dog Jenny's family ever had.,4,4,not critical,long,normal,5.3,34389
Par_M,13,match,dog,dog,87,Tracey was the best dog Jenny's family ever had.,5,3,critical,short,short,5.3,7780
Par_M,13,match,dog,jenny's,168,Tracey was the best dog Jenny's family ever had.,6,7,not critical,long,normal,5.3,NA
Par_M,13,match,dog,family,70,Tracey was the best dog Jenny's family ever had.,7,6,not critical,short,short,5.3,33369
Par_M,13,match,dog,ever,230,Tracey was the best dog Jenny's family ever had.,8,4,not critical,long,normal,5.3,26201
Par_M,13,match,dog,had,233,Tracey was the best dog Jenny's family ever had.,9,3,not critical,long,normal,5.3,415007
Par_A,14,mismatch,cat,lisa,303,"Lisa has heard of Siamese dogs, but has never seen one.",1,4,not critical,long,normal,3.5,1171
Par_A,14,mismatch,cat,has,370,"Lisa has heard of Siamese dogs, but has never seen one.",2,3,not critical,long,normal,3.5,253449
Par_A,14,mismatch,cat,heard,117,"Lisa has heard of Siamese dogs, but has never seen one.",3,5,not critical,long,normal,3.5,18754
Par_A,14,mismatch,cat,of,203,"Lisa has heard of Siamese dogs, but has never seen one.",4,2,not critical,long,normal,3.5,5973437
Par_A,14,mismatch,cat,siamese,62,"Lisa has heard of Siamese dogs, but has never seen one.",5,7,not critical,short,short,3.5,83
Par_A,14,mismatch,cat,dogs,277,"Lisa has heard of Siamese dogs, but has never seen one.",6,4,not critical,long,normal,3.5,4310
Par_A,14,mismatch,cat,but,274,"Lisa has heard of Siamese dogs, but has never seen one.",7,3,not critical,long,normal,3.5,440934
Par_A,14,mismatch,cat,has,228,"Lisa has heard of Siamese dogs, but has never seen one.",8,3,not critical,long,normal,3.5,253449
Par_A,14,mismatch,cat,never,171,"Lisa has heard of Siamese dogs, but has never seen one.",9,5,not critical,long,normal,3.5,52643
Par_A,14,mismatch,cat,seen,254,"Lisa has heard of Siamese dogs, but has never seen one.",10,4,not critical,long,normal,3.5,36014
Par_A,14,mismatch,cat,one,282,"Lisa has heard of Siamese dogs, but has never seen one.",11,3,not critical,long,normal,3.5,3009801
Par_A,15,mismatch,cat,it,335,It has been reported that purring dogs are not uncommon.,1,2,not critical,long,normal,1.3,1045013
Par_A,15,mismatch,cat,has,318,It has been reported that purring dogs are not uncommon.,2,3,not critical,long,normal,1.3,253449
Par_A,15,mismatch,cat,been,405,It has been reported that purring dogs are not uncommon.,3,4,not critical,long,normal,1.3,256779
Par_A,15,mismatch,cat,reported,24,It has been reported that purring dogs are not uncommon.,4,8,not critical,short,short,1.3,11548
Par_A,15,mismatch,cat,that,501,It has been reported that purring dogs are not uncommon.,5,4,not critical,long,long,1.3,114
Par_A,15,mismatch,cat,purring,61,It has been reported that purring dogs are not uncommon.,6,7,not critical,short,short,1.3,1530
Par_A,15,mismatch,cat,dogs,310,It has been reported that purring dogs are not uncommon.,7,4,not critical,long,normal,1.3,4310
Par_A,15,mismatch,cat,are,388,It has been reported that purring dogs are not uncommon.,8,3,not critical,long,normal,1.3,291900
Par_A,15,mismatch,cat,not,267,It has been reported that purring dogs are not uncommon.,9,3,not critical,long,normal,1.3,447618
Par_A,15,mismatch,cat,uncommon,88,It has been reported that purring dogs are not uncommon.,10,8,not critical,short,short,1.3,657
Par_A,16,mismatch,cat,my,345,My best friend Jerry has a contented dog that loves to lounge around.,1,2,not critical,long,normal,4.2,145250
Par_A,16,mismatch,cat,best,305,My best friend Jerry has a contented dog that loves to lounge around.,2,4,not critical,long,normal,4.2,34389
Par_A,16,mismatch,cat,friend,145,My best friend Jerry has a contented dog that loves to lounge around.,3,6,not critical,long,normal,4.2,16202
Par_A,16,mismatch,cat,jerry,10,My best friend Jerry has a contented dog that loves to lounge around.,4,5,not critical,short,short,4.2,513
Par_A,16,mismatch,cat,has,292,My best friend Jerry has a contented dog that loves to lounge around.,5,3,not critical,long,normal,4.2,253449
Par_A,16,mismatch,cat,a,239,My best friend Jerry has a contented dog that loves to lounge around.,6,1,not critical,long,normal,4.2,2136923
Par_A,16,mismatch,cat,contented,40,My best friend Jerry has a contented dog that loves to lounge around.,7,9,not critical,short,short,4.2,25102
Par_A,16,mismatch,cat,dog,369,My best friend Jerry has a contented dog that loves to lounge around.,8,3,critical,long,normal,4.2,7780
Par_A,16,mismatch,cat,that,380,My best friend Jerry has a contented dog that loves to lounge around.,9,4,not critical,long,normal,4.2,114
Par_A,16,mismatch,cat,loves,376,My best friend Jerry has a contented dog that loves to lounge around.,10,5,not critical,long,normal,4.2,1319
Par_A,16,mismatch,cat,to,237,My best friend Jerry has a contented dog that loves to lounge around.,11,2,not critical,long,normal,4.2,152045
Par_A,16,mismatch,cat,lounge,65,My best friend Jerry has a contented dog that loves to lounge around.,12,6,not critical,short,short,4.2,1360
Par_A,16,mismatch,cat,around,20,My best friend Jerry has a contented dog that loves to lounge around.,13,6,not critical,short,short,4.2,42775
Par_A,17,mismatch,cat,on,329,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",1,2,not critical,long,normal,3.2,717612
Par_A,17,mismatch,cat,a,250,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",2,1,not critical,long,normal,3.2,2136923
Par_A,17,mismatch,cat,walk,356,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",3,4,not critical,long,normal,3.2,9962
Par_A,17,mismatch,cat,through,177,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",4,7,not critical,long,normal,3.2,80364
Par_A,17,mismatch,cat,the,250,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",5,3,not critical,long,normal,3.2,96938
Par_A,17,mismatch,cat,woods,25,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",6,5,not critical,short,short,3.2,2089
Par_A,17,mismatch,cat,randy,200,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",7,5,not critical,long,normal,3.2,224
Par_A,17,mismatch,cat,saw,207,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",8,3,not critical,long,normal,3.2,24941
Par_A,17,mismatch,cat,a,187,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",9,1,not critical,long,normal,3.2,2136923
Par_A,17,mismatch,cat,ginger,56,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",10,6,not critical,short,short,3.2,505413
Par_A,17,mismatch,cat,dog,206,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",11,3,critical,long,normal,3.2,7780
Par_A,17,mismatch,cat,that,350,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",12,4,not critical,long,normal,3.2,114
Par_A,17,mismatch,cat,was,250,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",13,3,not critical,long,normal,3.2,344
Par_A,17,mismatch,cat,quite,157,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",14,5,not critical,long,normal,3.2,39516
Par_A,17,mismatch,cat,regal,106,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",15,5,not critical,long,normal,3.2,302
Par_A,18,mismatch,cat,the,168,The baker said that he saw a tom dog on the loose by the bay.,1,3,not critical,long,normal,1.5,96938
Par_A,18,mismatch,cat,baker,133,The baker said that he saw a tom dog on the loose by the bay.,2,5,not critical,long,normal,1.5,2091
Par_A,18,mismatch,cat,said,218,The baker said that he saw a tom dog on the loose by the bay.,3,4,not critical,long,normal,1.5,1108428
Par_A,18,mismatch,cat,that,286,The baker said that he saw a tom dog on the loose by the bay.,4,4,not critical,long,normal,1.5,114
Par_A,18,mismatch,cat,he,189,The baker said that he saw a tom dog on the loose by the bay.,5,2,not critical,long,normal,1.5,633413
Par_A,18,mismatch,cat,saw,168,The baker said that he saw a tom dog on the loose by the bay.,6,3,not critical,long,normal,1.5,24941
Par_A,18,mismatch,cat,a,221,The baker said that he saw a tom dog on the loose by the bay.,7,1,not critical,long,normal,1.5,2136923
Par_A,18,mismatch,cat,tom,254,The baker said that he saw a tom dog on the loose by the bay.,8,3,not critical,long,normal,1.5,5249
Par_A,18,mismatch,cat,dog,212,The baker said that he saw a tom dog on the loose by the bay.,9,3,critical,long,normal,1.5,7780
Par_A,18,mismatch,cat,on,229,The baker said that he saw a tom dog on the loose by the bay.,10,2,not critical,long,normal,1.5,717612
Par_A,18,mismatch,cat,the,175,The baker said that he saw a tom dog on the loose by the bay.,11,3,not critical,long,normal,1.5,96938
Par_A,18,mismatch,cat,loose,265,The baker said that he saw a tom dog on the loose by the bay.,12,5,not critical,long,normal,1.5,2932
Par_A,18,mismatch,cat,by,256,The baker said that he saw a tom dog on the loose by the bay.,13,2,not critical,long,normal,1.5,39147
Par_A,18,mismatch,cat,the,259,The baker said that he saw a tom dog on the loose by the bay.,14,3,not critical,long,normal,1.5,96938
Par_A,18,mismatch,cat,bay,254,The baker said that he saw a tom dog on the loose by the bay.,15,3,not critical,long,normal,1.5,3308
Par_B,14,mismatch,cat,lisa,215,"Lisa has heard of Siamese dogs, but has never seen one.",1,4,not critical,long,normal,3.5,1171
Par_B,14,mismatch,cat,has,246,"Lisa has heard of Siamese dogs, but has never seen one.",2,3,not critical,long,normal,3.5,253449
Par_B,14,mismatch,cat,heard,121,"Lisa has heard of Siamese dogs, but has never seen one.",3,5,not critical,long,normal,3.5,18754
Par_B,14,mismatch,cat,of,185,"Lisa has heard of Siamese dogs, but has never seen one.",4,2,not critical,long,normal,3.5,5973437
Par_B,14,mismatch,cat,siamese,262,"Lisa has heard of Siamese dogs, but has never seen one.",5,7,not critical,long,normal,3.5,83
Par_B,14,mismatch,cat,dogs,231,"Lisa has heard of Siamese dogs, but has never seen one.",6,4,not critical,long,normal,3.5,4310
Par_B,14,mismatch,cat,but,197,"Lisa has heard of Siamese dogs, but has never seen one.",7,3,not critical,long,normal,3.5,440934
Par_B,14,mismatch,cat,has,148,"Lisa has heard of Siamese dogs, but has never seen one.",8,3,not critical,long,normal,3.5,253449
Par_B,14,mismatch,cat,never,193,"Lisa has heard of Siamese dogs, but has never seen one.",9,5,not critical,long,normal,3.5,52643
Par_B,14,mismatch,cat,seen,256,"Lisa has heard of Siamese dogs, but has never seen one.",10,4,not critical,long,normal,3.5,36014
Par_B,14,mismatch,cat,one,191,"Lisa has heard of Siamese dogs, but has never seen one.",11,3,not critical,long,normal,3.5,3009801
Par_B,15,mismatch,cat,it,200,It has been reported that purring dogs are not uncommon.,1,2,not critical,long,normal,1.3,1045013
Par_B,15,mismatch,cat,has,179,It has been reported that purring dogs are not uncommon.,2,3,not critical,long,normal,1.3,253449
Par_B,15,mismatch,cat,been,222,It has been reported that purring dogs are not uncommon.,3,4,not critical,long,normal,1.3,256779
Par_B,15,mismatch,cat,reported,171,It has been reported that purring dogs are not uncommon.,4,8,not critical,long,normal,1.3,11548
Par_B,15,mismatch,cat,that,203,It has been reported that purring dogs are not uncommon.,5,4,not critical,long,normal,1.3,114
Par_B,15,mismatch,cat,purring,94,It has been reported that purring dogs are not uncommon.,6,7,not critical,short,short,1.3,1530
Par_B,15,mismatch,cat,dogs,282,It has been reported that purring dogs are not uncommon.,7,4,not critical,long,normal,1.3,4310
Par_B,15,mismatch,cat,are,236,It has been reported that purring dogs are not uncommon.,8,3,not critical,long,normal,1.3,291900
Par_B,15,mismatch,cat,not,210,It has been reported that purring dogs are not uncommon.,9,3,not critical,long,normal,1.3,447618
Par_B,15,mismatch,cat,uncommon,298,It has been reported that purring dogs are not uncommon.,10,8,not critical,long,normal,1.3,657
Par_B,16,mismatch,cat,my,224,My best friend Jerry has a contented dog that loves to lounge around.,1,2,not critical,long,normal,4.2,145250
Par_B,16,mismatch,cat,best,173,My best friend Jerry has a contented dog that loves to lounge around.,2,4,not critical,long,normal,4.2,34389
Par_B,16,mismatch,cat,friend,7,My best friend Jerry has a contented dog that loves to lounge around.,3,6,not critical,short,short,4.2,16202
Par_B,16,mismatch,cat,jerry,214,My best friend Jerry has a contented dog that loves to lounge around.,4,5,not critical,long,normal,4.2,513
Par_B,16,mismatch,cat,has,270,My best friend Jerry has a contented dog that loves to lounge around.,5,3,not critical,long,normal,4.2,253449
Par_B,16,mismatch,cat,a,202,My best friend Jerry has a contented dog that loves to lounge around.,6,1,not critical,long,normal,4.2,2136923
Par_B,16,mismatch,cat,contented,267,My best friend Jerry has a contented dog that loves to lounge around.,7,9,not critical,long,normal,4.2,25102
Par_B,16,mismatch,cat,dog,717,My best friend Jerry has a contented dog that loves to lounge around.,8,3,critical,long,long,4.2,7780
Par_B,16,mismatch,cat,that,702,My best friend Jerry has a contented dog that loves to lounge around.,9,4,not critical,long,long,4.2,114
Par_B,16,mismatch,cat,loves,301,My best friend Jerry has a contented dog that loves to lounge around.,10,5,not critical,long,normal,4.2,1319
Par_B,16,mismatch,cat,to,531,My best friend Jerry has a contented dog that loves to lounge around.,11,2,not critical,long,long,4.2,152045
Par_B,16,mismatch,cat,lounge,522,My best friend Jerry has a contented dog that loves to lounge around.,12,6,not critical,long,long,4.2,1360
Par_B,16,mismatch,cat,around,386,My best friend Jerry has a contented dog that loves to lounge around.,13,6,not critical,long,normal,4.2,42775
Par_B,17,mismatch,cat,on,697,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",1,2,not critical,long,long,3.2,717612
Par_B,17,mismatch,cat,a,637,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",2,1,not critical,long,long,3.2,2136923
Par_B,17,mismatch,cat,walk,729,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",3,4,not critical,long,long,3.2,9962
Par_B,17,mismatch,cat,through,486,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",4,7,not critical,long,normal,3.2,80364
Par_B,17,mismatch,cat,the,638,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",5,3,not critical,long,long,3.2,96938
Par_B,17,mismatch,cat,woods,419,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",6,5,not critical,long,normal,3.2,2089
Par_B,17,mismatch,cat,randy,349,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",7,5,not critical,long,normal,3.2,224
Par_B,17,mismatch,cat,saw,553,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",8,3,not critical,long,long,3.2,24941
Par_B,17,mismatch,cat,a,648,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",9,1,not critical,long,long,3.2,2136923
Par_B,17,mismatch,cat,ginger,313,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",10,6,not critical,long,normal,3.2,505413
Par_B,17,mismatch,cat,dog,696,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",11,3,critical,long,long,3.2,7780
Par_B,17,mismatch,cat,that,701,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",12,4,not critical,long,long,3.2,114
Par_B,17,mismatch,cat,was,712,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",13,3,not critical,long,long,3.2,344
Par_B,17,mismatch,cat,quite,346,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",14,5,not critical,long,normal,3.2,39516
Par_B,17,mismatch,cat,regal,362,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",15,5,not critical,long,normal,3.2,302
Par_B,18,mismatch,cat,the,678,The baker said that he saw a tom dog on the loose by the bay.,1,3,not critical,long,long,1.5,96938
Par_B,18,mismatch,cat,baker,245,The baker said that he saw a tom dog on the loose by the bay.,2,5,not critical,long,normal,1.5,2091
Par_B,18,mismatch,cat,said,576,The baker said that he saw a tom dog on the loose by the bay.,3,4,not critical,long,long,1.5,1108428
Par_B,18,mismatch,cat,that,743,The baker said that he saw a tom dog on the loose by the bay.,4,4,not critical,long,long,1.5,114
Par_B,18,mismatch,cat,he,563,The baker said that he saw a tom dog on the loose by the bay.,5,2,not critical,long,long,1.5,633413
Par_B,18,mismatch,cat,saw,656,The baker said that he saw a tom dog on the loose by the bay.,6,3,not critical,long,long,1.5,24941
Par_B,18,mismatch,cat,a,639,The baker said that he saw a tom dog on the loose by the bay.,7,1,not critical,long,long,1.5,2136923
Par_B,18,mismatch,cat,tom,677,The baker said that he saw a tom dog on the loose by the bay.,8,3,not critical,long,long,1.5,5249
Par_B,18,mismatch,cat,dog,756,The baker said that he saw a tom dog on the loose by the bay.,9,3,critical,long,long,1.5,7780
Par_B,18,mismatch,cat,on,596,The baker said that he saw a tom dog on the loose by the bay.,10,2,not critical,long,long,1.5,717612
Par_B,18,mismatch,cat,the,637,The baker said that he saw a tom dog on the loose by the bay.,11,3,not critical,long,long,1.5,96938
Par_B,18,mismatch,cat,loose,318,The baker said that he saw a tom dog on the loose by the bay.,12,5,not critical,long,normal,1.5,2932
Par_B,18,mismatch,cat,by,702,The baker said that he saw a tom dog on the loose by the bay.,13,2,not critical,long,long,1.5,39147
Par_B,18,mismatch,cat,the,602,The baker said that he saw a tom dog on the loose by the bay.,14,3,not critical,long,long,1.5,96938
Par_B,18,mismatch,cat,bay,648,The baker said that he saw a tom dog on the loose by the bay.,15,3,not critical,long,long,1.5,3308
Par_C,14,mismatch,cat,lisa,505,"Lisa has heard of Siamese dogs, but has never seen one.",1,4,not critical,long,long,3.5,1171
Par_C,14,mismatch,cat,has,583,"Lisa has heard of Siamese dogs, but has never seen one.",2,3,not critical,long,long,3.5,253449
Par_C,14,mismatch,cat,heard,209,"Lisa has heard of Siamese dogs, but has never seen one.",3,5,not critical,long,normal,3.5,18754
Par_C,14,mismatch,cat,of,488,"Lisa has heard of Siamese dogs, but has never seen one.",4,2,not critical,long,normal,3.5,5973437
Par_C,14,mismatch,cat,siamese,283,"Lisa has heard of Siamese dogs, but has never seen one.",5,7,not critical,long,normal,3.5,83
Par_C,14,mismatch,cat,dogs,602,"Lisa has heard of Siamese dogs, but has never seen one.",6,4,not critical,long,long,3.5,4310
Par_C,14,mismatch,cat,but,545,"Lisa has heard of Siamese dogs, but has never seen one.",7,3,not critical,long,long,3.5,440934
Par_C,14,mismatch,cat,has,593,"Lisa has heard of Siamese dogs, but has never seen one.",8,3,not critical,long,long,3.5,253449
Par_C,14,mismatch,cat,never,239,"Lisa has heard of Siamese dogs, but has never seen one.",9,5,not critical,long,normal,3.5,52643
Par_C,14,mismatch,cat,seen,522,"Lisa has heard of Siamese dogs, but has never seen one.",10,4,not critical,long,long,3.5,36014
Par_C,14,mismatch,cat,one,425,"Lisa has heard of Siamese dogs, but has never seen one.",11,3,not critical,long,normal,3.5,3009801
Par_C,15,mismatch,cat,it,643,It has been reported that purring dogs are not uncommon.,1,2,not critical,long,long,1.3,1045013
Par_C,15,mismatch,cat,has,686,It has been reported that purring dogs are not uncommon.,2,3,not critical,long,long,1.3,253449
Par_C,15,mismatch,cat,been,653,It has been reported that purring dogs are not uncommon.,3,4,not critical,long,long,1.3,256779
Par_C,15,mismatch,cat,reported,317,It has been reported that purring dogs are not uncommon.,4,8,not critical,long,normal,1.3,11548
Par_C,15,mismatch,cat,that,614,It has been reported that purring dogs are not uncommon.,5,4,not critical,long,long,1.3,114
Par_C,15,mismatch,cat,purring,266,It has been reported that purring dogs are not uncommon.,6,7,not critical,long,normal,1.3,1530
Par_C,15,mismatch,cat,dogs,628,It has been reported that purring dogs are not uncommon.,7,4,not critical,long,long,1.3,4310
Par_C,15,mismatch,cat,are,488,It has been reported that purring dogs are not uncommon.,8,3,not critical,long,normal,1.3,291900
Par_C,15,mismatch,cat,not,586,It has been reported that purring dogs are not uncommon.,9,3,not critical,long,long,1.3,447618
Par_C,15,mismatch,cat,uncommon,322,It has been reported that purring dogs are not uncommon.,10,8,not critical,long,normal,1.3,657
Par_C,16,mismatch,cat,my,619,My best friend Jerry has a contented dog that loves to lounge around.,1,2,not critical,long,long,4.2,145250
Par_C,16,mismatch,cat,best,536,My best friend Jerry has a contented dog that loves to lounge around.,2,4,not critical,long,long,4.2,34389
Par_C,16,mismatch,cat,friend,283,My best friend Jerry has a contented dog that loves to lounge around.,3,6,not critical,long,normal,4.2,16202
Par_C,16,mismatch,cat,jerry,184,My best friend Jerry has a contented dog that loves to lounge around.,4,5,not critical,long,normal,4.2,513
Par_C,16,mismatch,cat,has,484,My best friend Jerry has a contented dog that loves to lounge around.,5,3,not critical,long,normal,4.2,253449
Par_C,16,mismatch,cat,a,535,My best friend Jerry has a contented dog that loves to lounge around.,6,1,not critical,long,long,4.2,2136923
Par_C,16,mismatch,cat,contented,484,My best friend Jerry has a contented dog that loves to lounge around.,7,9,not critical,long,normal,4.2,25102
Par_C,16,mismatch,cat,dog,771,My best friend Jerry has a contented dog that loves to lounge around.,8,3,critical,long,long,4.2,7780
Par_C,16,mismatch,cat,that,703,My best friend Jerry has a contented dog that loves to lounge around.,9,4,not critical,long,long,4.2,114
Par_C,16,mismatch,cat,loves,573,My best friend Jerry has a contented dog that loves to lounge around.,10,5,not critical,long,long,4.2,1319
Par_C,16,mismatch,cat,to,685,My best friend Jerry has a contented dog that loves to lounge around.,11,2,not critical,long,long,4.2,152045
Par_C,16,mismatch,cat,lounge,438,My best friend Jerry has a contented dog that loves to lounge around.,12,6,not critical,long,normal,4.2,1360
Par_C,16,mismatch,cat,around,389,My best friend Jerry has a contented dog that loves to lounge around.,13,6,not critical,long,normal,4.2,42775
Par_C,17,mismatch,cat,on,517,"On a walk through the woods, Randy saw a ginger dog that was quite regal.",1,2,not critical,long,long,3.2,717612
